+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| url  | Numb | Pres | Pres | Pres | Pres | Date | Live | Prio | Par | Par | Beg | Ter | End | Vic |
| ikip |      | 2009 | 2017 |      | ikip |      | old) | (Cla | c   | n.w |     |     |     |     |
| edia |      |      |      |      | edia |      |      | ss   |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | 3)   |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | from |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ba |      |      | Illi |     | org |     |     |     |     |
| st_o |      |      |      |      | rack |      |      | nois |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _Oba |      |      |  (20 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | ma   |      |      | 05–2 |     | Dem |     |     |     |     |
| ents |      |      |      |      |      |      |      | 008) |     | ocr |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 44   | Janu | Janu | Bara | http | Born | (56  | U.S. | Dem | htt | (20 | 57  | (20 | Joe |
| s:// |      | ary  | ary  | ck O | s:// | 1961 | year | Sena | ocr | ps: | 12) |     | 13) | Bid |
| en.w |      | 20,  | 20,  | bama | en.w |      | s    | tor  | ati | //e |     |     |     | en  |
| ikip |      | 2009 | 2017 |      | ikip |      | old) | (Cla | c   | n.w |     |     |     |     |
| edia |      |      |      |      | edia |      |      | ss   |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | 3)   |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | from |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Ba |      |      | Illi |     | org |     |     |     |     |
| st_o |      |      |      |      | rack |      |      | nois |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _Oba |      |      |  (20 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | ma   |      |      | 05–2 |     | Dem |     |     |     |     |
| ents |      |      |      |      |      |      |      | 008) |     | ocr |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |      |     | ati |     |     |     |     |
| the_ |      |      |      |      |      |      |      |      |     | c_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      |      |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      |      |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      |      |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      |      |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
| http | 45   | Janu |      | Dona | http | Born | (71  | Chai | Rep | htt | (20 | 58  | (20 | Mik |
| s:// |      | ary  |      | ld T | s:// | 1946 | year | rman | ubl | ps: | 16) |     | 17) | e P |
| en.w |      | 20,  |      | rump | en.w |      | s    | of   | ica | //e |     |     |     | enc |
| ikip |      | 2017 |      |      | ikip |      | old) |  The | n   | n.w |     |     |     | e   |
| edia |      |      |      |      | edia |      |      | Trum |     | iki |     |     |     |     |
| .org |      |      |      |      | .org |      |      | p Or |     | ped |     |     |     |     |
| /wik |      |      |      |      | /wik |      |      | gani |     | ia. |     |     |     |     |
| i/Li |      |      |      |      | i/Do |      |      | zati |     | org |     |     |     |     |
| st_o |      |      |      |      | nald |      |      | on   |     | /wi |     |     |     |     |
| f_Pr |      |      |      |      | _Tru |      |      |  (19 |     | ki/ |     |     |     |     |
| esid |      |      |      |      | mp   |      |      | 71–2 |     | Rep |     |     |     |     |
| ents |      |      |      |      |      |      |      | 017) |     | ubl |     |     |     |     |
| _of_ |      |      |      |      |      |      |      |  (No |     | ica |     |     |     |     |
| the_ |      |      |      |      |      |      |      | prio |     | n_P |     |     |     |     |
| Unit |      |      |      |      |      |      |      | r el |     | art |     |     |     |     |
| ed_S |      |      |      |      |      |      |      | ecte |     | y_( |     |     |     |     |
| tate |      |      |      |      |      |      |      | d of |     | Uni |     |     |     |     |
| s    |      |      |      |      |      |      |      | fice |     | ted |     |     |     |     |
|      |      |      |      |      |      |      |      | )    |     | _St |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | ate |     |     |     |     |
|      |      |      |      |      |      |      |      |      |     | s)  |     |     |     |     |
+------+------+------+------+------+------+------+------+------+-----+-----+-----+-----+-----+-----+
